City Code,Site ID,"Sample Date
mm-dd-yy","Sample 
Time 24 hr
hh:mm","Prior 24 hr
Rainfall  inches","Prior 72 hr
Rainfall  inches",Est. Tide Height     feet,Flow Rate,Outflow > expected   No=1 Yes=2,Air Temp  °C,Water Temp   °C,"Dissolved Oxygen
mg/l",pH,"Conductivity
(SPC)
uS/cm",Salinity ppt,"Turbidity
NTU","E. coli 
cfu/100ml","Duplicate E. coli 
cfu/100ml", Enterococcus cfu/100ml,Duplicate Enterococcus cfu/100ml,Color,Odor,Visual,Comments,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,05-09-23,,,0.04,,Present,1,13.0,13.0,,7.53,3058,1.6,9,75,,,,0,0,1,Visual: microbial mat. DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,06-06-23,,,0.00,,Present,1,21.1,16.9,,6.63,21493,12.95,9,45,,,,0,0,2,"Visual: microbial mat, sheen. DO probe not working",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,07-18-23,,,0.00,,Present,1,23.7,19.0,7.4,7.72,12621,7.27,1.94,140,,,,0,0,2,Visual: Microbial mat and small sheen (natural?) New DO Probe and Turbidity meter,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,08-01-23,,,0.00,,Present,1,18.0,19.5,6.7,7.62,27559,16.98,0,110,,,,0,0,2,Visual: white microbial mat extends all the way to ocean edge at low tide,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,09-26-23,11:02,,0.48,0.7,Moderate,,16.6,15.5,6.76,7.15,15458,9.06,1.7,405,,2295,,1,1,2,color - yellow; odor - petrel/sulfur; visual - sheen (breaks up)/microbial mat; flow less than expected given rainfall; bact volume = 20 ml,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,09-26-23,11:11,,0.48,0.7,Moderate,,16.0,15.5,6.77,7.19,15440,9.05,4.24,460,,2380,,1,1,2,color - yellow; odor - petrel/sulfur; visual - sheen (breaks up)/microbial mat; flow less than expected given rainfall; bact volume = 20 ml,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,10-24-23,7:37,0.08,,0.9,High,1,9.9,13.2,9.39,7.37,3437,1.82,5.1,,,350,,1,0,2,"visual:foam,white microbial mat; color:yellow; duplicates from same sample bottle; E coli R card failure (E coli = 15 cfu/100 ml, duplicate = 55 cfu/100 ml)",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,11-13-23,19:45,0.20,,-1.5,Moderate,1,7.1,11.2,8.7,7.05,8615,4.82,0.48,160,,,,1,1,1,"color = yellow; odor = sulfur; visual = particles; dark out, water slightly cloudy",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,12-13-23,19:32,0.00,,-2.7,High,1,10.6,9.2,9.7,6.37,10399,5.88,1.48,50,55,5,20,1,3,1,"there was still a microbial mat and it looked similar to the previous month; slightly yellow, sulfer smell, small amount of foam; turbidity taken in sample bottle next morning after meter was recalibrated; bacteria processing took place the next morning too",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,12-13-23,19:32,0.00,,-2.7,High,1,7.3,9.3,9.51,7.02,10729,6.09,0,,,,,1,3,1,"there was still a microbial mat and it looked similar to the previous month; slightly yellow, sulfer smell, small amount of foam; turbidity taken in sample bottle next morning after meter was recalibrated; bacteria processing took place the next morning too",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,01-23-24,19:47,0.04,,-1.2,High,1,9.8,6.3,11.13,6.57,1573,0.79,0.73,400,,1610,,2,3,0,"color: yellow; odor: sulfur; rainfall was 0.04 in, but a generous amount of snow melt over the past couple of days; microbial mat extended further, closer to mouth of water source",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,02-15-24,15:13,0.00,,0.7,High,1,7.2,7.2,11.59,7.22,4234,2.25,0.63,35,,50,,3,2,1,"microbial mat silimar to January, closer to mouth of outfall, yellow color, sulfer odor, foam present",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,02-15-24,15:13,0.00,,0.7,High,1,7.2,7.2,11.8,7.26,4575,2.44,0,10,,55,,3,2,1,"microbial mat silimar to January, closer to mouth of outfall, yellow color, sulfer odor, foam present",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,C St,03-13-24,14:57,0.00,,0.1,High,1,13.5,7.5,12.47,7.4,806,0.4,3.15,750,,675,,2,0,1,color: yellow; visual: bubbles; Two 2 ml samples with 800 and 700 cfu/100ml for E. coli and 850 and 500 cfu/100 for Enterococcus; 48 hour incubation; microbial mat present in same location (as usual),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,12-03-20,13:30,,,,Present,1,7.8,11.9,10.26,8.06,502.4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,02-03-21,11:00,,2.30,,Present,1,8.9,10.4,11.46,7.79,315,0.15,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,03-16-21,,,0.14,,Present,1,9.4,10.4,20.22,8.16,539.9,0.26,9,20,,,,0,1,0,Odor - sulfur,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,04-15-21,,,0.00,,Present,1,20.0,11.8,,7.89,567.6,0.28,9,120,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,05-11-21,,,0.01,,Present,1,17.3,13.3,,8.11,460,0.29,9,20,,,,0,0,0,DO Probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,06-08-21,,,0.13,,Present,1,22.1,14.8,10,8,645,0.32,9,20,,,,0,0,0,"Eel grass beds in this small bay, many of which are covered with brown algae",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,07-06-21,,,0.00,,Present,1,22.2,17.3,9.6,8.39,643,0.31,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,08-11-21,,,0.16,,Present,1,22.3,19.1,10.03,8,627,0.31,9,40,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,09-07-21,,,0.18,,Present,1,22.8,18.0,10.15,8.07,662,0.32,9,60,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,10-04-21,,,0.53,,Present,1,14.2,16.3,9.31,8.14,844,0.42,9,160,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,11-01-21,,,0.00,,Present,1,7.2,13.9,9.85,7.96,498.2,0.24,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,11-01-21,,,0.00,,Present,1,7.2,14.0,9.86,8.01,497.3,0.24,9,60,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,12-01-21,,,1.36,,Present,1,13.9,12.3,12.14,7.12,143.6,0.07,9,440,,,,0,0,0,Sulfur smell near parking lot; Sampling done after 3 atmospheric rivers (Nov had 13.5 in rain). Turbidity may be off due to non-natural light (sampled in the dark),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,01-13-22,,,0.64,,Present,1,5.5,10.9,10.93,7.62,439.3,0.21,9,400,,,,0,0,0,"Visual: water looked a little milky but hard to say because we are sampling in the dark. Also, white substance seen en route to the outfall.",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,02-24-22,,,0.10,,Present,1,3.0,9.5,10.02,7.95,1361,0.68,9,260,,,,0,0,0,"Some bubbles - may be just from agitation; Some white microbial mat like at Cst just north of outfall (towards Cornwall Ave), not sure if it is in the pathway of outfall runoff",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,03-24-22,,,0.22,,Present,1,15.2,11.8,11.19,8.13,426.9,0.21,9,20,,,,0,0,0,Strong sulfur smell upon approach but doesn't appear to be coming from outfall. Surface water runoff north of outfall may be the source. Also white microbial mat present also north of outfall.,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,04-18-22,,,0.00,,Present,1,13.7,12.1,10.34,7.42,400.7,0.19,9,500,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,05-18-22,,,0.75,,Present,1,12.2,13.3,10.33,7.71,293.7,0.14,13,640,,,,2,0,0,Color: yellow/brown,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,06-15-22,,,0.10,,Present,1,19.1,15.4,9.86,7.91,498.6,0.24,13,100,,,,1,2,1,Color: yellow; Odor: strong sulfur odor and maybe a little ammonia (made my eyes burn); Visual: Foam,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,07-26-22,,,0.00,,Present,1,23.1,18.0,9.89,8.01,668,0.33,9,2480,,,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,08-25-22,,,0.00,,Present,1,23.5,18.8,9.81,8.04,766,0.38,13,900,,,,1,0,0,Color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,09-07-22,,,0.00,,Present,1,15.5,18.2,6.29,7.99,1123,0.56,9,400,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,09-07-22,,,0.00,,Present,1,15.5,18.2,6.16,8.03,1106,0.55,9,1100,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,10-04-22,,,0.00,,Present,1,13.0,16.2,9.74,8.3,731,0.36,9,500,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,10-04-22,,,0.00,,Present,1,13.0,16.3,9.7,8.2,726,0.36,9,100,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,11-07-22,,,1.78,,Present,1,1.1,13.5,9.88,7.77,503.2,0.24,9,4300,,,,0,1,0,Odor: rotten egg/sulfur (not natural/intertidal smelling),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,12-05-22,,,0.02,,Present,1,5.8,10.5,11.02,8.01,567.8,0.28,9,34,,,,0,0,0,Strong sulfur odor upon arrival but not at outfall. White microbial mat just north of outfall growing on beach - location of mat corresponds to smell of sulfur.,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,12-05-22,,,0.02,,Present,1,5.8,10.5,11.01,8.02,567.9,0.28,9,38,,,,0,0,0,Strong sulfur odor upon arrival but not at outfall. White microbial mat just north of outfall growing on beach - location of mat corresponds to smell of sulfur.,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,01-03-23,,,0.09,,Present,1,4.8,11.3,11.3,7.62,616.9,0.3,9,70,,,,1,0,0,"Color: yellow; Strong sulfur smell and white microbial mat on approach to outfall, sheet flow present there too. Same spot as previously noted.",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,02-15-23,,,0.12,,Present,1,6.7,9.1,12.02,7.48,607.2,0.3,19,13,,,,1,1,0,Color: yellow; Odor: sulfur,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,03-14-23,,,0.39,,Present,1,10.0,10.6,,6.65,558.6,0.27,9,100,,,,1,0,0,DP probe not working. Color-yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,04-12-23,,,0.21,,Present,1,8.0,11.8,10.62,8.05,960,0.48,9,15,,,,1,0,1,"Color: yellow, Visual: foam",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,05-09-23,,,0.04,,Present,1,13.0,13.7,,8.03,659,0.32,9,5,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,06-06-23,,,0.00,,Present,1,21.1,15.6,,7.37,767,0.38,9,45,,,,0,1,0,Odor: sulfur. DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,07-18-23,,,0.00,,Present,1,20.6,17.7,9.56,8.49,757,0.37,8.74,25,,,,0,0,0,New DO Probe and Turbidity meter,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,08-01-23,,,0.00,,Present,1,20.0,18.3,9.55,8.45,849,0.42,6.61,25,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,08-01-23,,,0.00,,Present,1,20.0,18.0,9.3,8.29,840,0.41,5.51,70,,,,1,0,0,color: yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,09-26-23,9:50,,0.48,0.7,Moderate,,15.1,16.9,11.66,8.04,489.6,0.24,0.6,,,205,,1,0,0,color - yellow; bact volume = 20 ml; E coli R card failure (E coli = 5 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,10-25-23,9:09,1.70,,0.9,High,1,6.7,12.6,9.94,7.98,273.2,0.13,22.7,,,1205,,2,1,0,color:brown; odor:rotten;  2-sided rcard ecoli failure (E coli = 5 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,11-20-23,6:34,0.00,,-0.4,Moderate,1,7.8,12.3,10.9,8.05,534.4,0.26,5.14,20,,15,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,01-19-24,18:28,1.94,,0.2,Moderate,1,6.5,6.6,12.28,6.75,0.4,0,36.7,75,,75,,1,0,1,yellow; duplicate,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,01-19-24,18:33,1.94,,0.2,Moderate,1,6.5,6.7,12.27,6.71,,0.1,36.9,65,,20,,1,0,1,yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cedar St,02-29-24,14:05,0.48,,1.6,Moderate,1,6.2,10.2,11.63,7.92,470.9,0.23,0.5,200,100,100,100,1,0,0,yellow,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,02-03-21,,,2.30,,Present,1,8.9,8.5,6.97,6.92,3207,1.67,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,03-16-21,,,0.14,,Present,1,9.4,9.2,5.72,6.99,12121,6.94,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,04-15-21,,,0.00,,Present,1,20.0,10.9,,7.08,823.9,4.6,9,20,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,05-11-21,,,0.01,,Present,1,17.3,13.2,,7.12,6764,4.89,9,20,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,06-08-21,,,0.01,,Present,1,22.1,15.4,6,6.99,6426,3.53,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,07-06-21,,,0.00,,Present,1,22.2,18.8,5.17,7.08,6901,3.8,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,08-11-21,,,0.16,,Present,1,22.3,20.7,5.05,7.01,6951,3.83,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,08-11-21,,,0.16,,Present,1,22.3,20.6,4.92,7.03,6945,3.82,9,40,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,09-07-21,,,0.18,,Present,1,22.8,19.8,5.98,7.3,5370,2.91,9,160,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,10-04-21,,,0.53,,Present,1,14.2,17.5,5.36,7.29,3133,1.64,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,11-01-21,,,0.00,,Present,1,7.2,14.1,5.18,7.02,3116,1.64,9,60,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,12-01-21,,,1.36,,Present,1,13.9,11.7,10.25,6.98,263.4,0.13,13,660,,,,1,0,0,Color: yellow; Sulfur smell nearby at parking lot; Sampling done after 3 atmospheric rivers (Nov had 13.5 in rain). Turbidity may be off due to non-natural light (sampled in the dark),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,01-13-22,,,0.64,,Present,1,5.5,9.1,7.62,7.14,1505,0.76,9,200,,,,0,0,0,Color: water may have had a milky appearance to it. Sampling in the dark so hard to know for sure.,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,02-24-22,,,0.10,,Present,1,3.0,8.5,7.01,7.31,7924,4.39,9,680,,,,0,0,0,snowed last night,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,03-24-22,,,0.22,,Present,1,15.2,9.6,6.84,7.23,5928,3.23,9,260,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,03-24-22,,,0.22,,Present,1,15.2,9.6,6.59,7.17,6557,3.59,9,220,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,04-18-22,,,0.00,,Present,1,13.7,10.6,6.21,6.74,10105,5.72,9,180,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,04-18-22,,,0.00,,Present,1,13.7,10.5,6.51,6.85,979,5.53,9,100,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,05-18-22,,,0.75,,Present,1,12.2,12.4,3.81,6.92,1608,1.97,9,580,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,06-15-22,,,0.10,,Present,1,19.1,14.9,5.84,7.41,2317,1.2,9,120,,,,1,0,0,Color: olive green,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,07-26-22,,,0.00,,Present,1,23.1,18.3,5.45,7.48,6938,3.83,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,08-25-22,,,0.00,,Present,1,23.5,20.0,5.61,7.17,7895,4.39,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,09-07-22,,,0.00,,Present,1,15.5,19.7,4.52,7.07,11776,6.74,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,10-04-22,,,0.00,,Present,1,13.0,18.1,5.78,7.09,8247,4.6,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,11-07-22,,,1.78,,Present,1,1.1,14.0,5.23,7.07,5426,2.95,9,900,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,11-07-22,,,1.78,,Present,1,1.1,14.1,4.94,7.11,5337,2.89,9,900,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,12-05-22,,,0.02,,Present,1,5.8,10.9,6.84,7.15,10640,6.04,9,18,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,01-03-23,,,0.09,,Present,1,4.8,8.7,6.62,7.1,3377,1.8,9,30,,,,0,0,0,Sulfur odor and white microbial mat noted on approach to outfall,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,02-15-23,,,0.12,,Present,1,6.7,9.3,6.79,6.94,5452,2.45,9,21,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,03-14-23,,,0.39,,Present,1,10.0,8.5,8,5.65,7824,4.34,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,04-12-23,,,0.21,,Present,1,8.0,10.3,6.16,6.53,12764,7.34,9,20,,60,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,05-09-23,,,0.04,,Present,1,13.0,12.9,,6.98,15616,9.15,9,25,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,06-06-23,,,0.00,,Present,1,21.1,16.5,,6.55,17912,10.62,9,10,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,06-06-23,,,0.00,,Present,1,21.1,16.4,,6.61,17847,10.58,9,10,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,07-18-23,,,0.00,,Present,1,21.8,19.9,5.01,7.15,6365,6.96,0.14,50,,,,0,0,0,New DO Probe and Turbidity meter,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,08-01-23,,,0.00,,Present,1,18.7,20.1,5.22,7.05,17309,10.23,0,55,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,09-26-23,10:14,,0.48,0.7,Moderate,,15.0,17.1,7.01,6.85,27846,17.18,0,,,85,,0,0,0,smelled salty; bact volume = 20 ml; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,10-25-23,8:35,1.70,,0.9,Moderate,1,9.1,12.6,5.55,6.97,9628,5.44,2.4,,,310,,1,0,0,color: yellow;  2-sided rcard ecoli failure (E coli = 5 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,10-25-23,9:00,1.70,,0.9,Moderate,1,9.1,12.9,5.33,6.98,9618,5.55,1.34,,,245,,1,0,0,color: yellow; E coli R card failure (E coli = 0 cfu/100 ml),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,11-20-23,6:05,0.00,,-0.4,Moderate,1,6.7,12.9,4.84,7.01,782.6,4.35,3.89,100,,15,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,01-19-24,17:52,1.94,,0.2,Moderate,1,6.8,4.9,12.08,,,,28.1,5,,15,,2,0,1,"yellow; YSI had no reading (not working) for SPC, salinity, and pH, not sure of values",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Cornwall St,02-29-24,13:46,0.48,,1.6,Moderate,1,6.8,7.9,8.98,7.12,429.8,2.29,15.21,2250,1500,3150,3300,2,0,0,brown,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-03-21,,,2.30,,Present,1,8.9,9.4,11.5,7.38,179.4,0.08,9,940,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-16-21,,,0.14,,Present,1,9.4,8.9,12.29,8.19,247.3,0.12,9,460,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-16-21,,,0.14,,Present,1,9.4,8.8,11.11,8,250.3,0.12,9,340,,,,0,0,0,duplicate sample,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-15-21,,,0.00,,Present,1,20.0,10.8,,7.31,255.1,0.12,9,2000,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-11-21,,,0.01,,Present,1,17.3,12.9,,8.02,198,0.12,9,120,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,06-08-21,,,0.13,,Present,1,22.1,14.5,10.18,7.45,270.7,0.13,9,60,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,07-06-21,,,0.00,,Present,1,22.2,17.6,9.71,7.76,254,0.12,9,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,08-11-21,,,0.16,,Present,1,22.3,19.2,10.11,7.3,263.6,0.13,9,100,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-07-21,,,0.18,,Present,1,22.8,17.9,10.34,7.7,265,0.13,9,240,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,10-04-21,,,0.53,,Present,1,14.2,15.9,9.65,8.05,213.4,0.1,9,300,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-01-21,,,0.00,,Present,1,7.2,12.8,10.41,7.9,231.5,0.11,9,120,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,12-01-21,,,1.36,,Present,1,13.9,11.7,12.03,7.15,95.7,0.04,9,800,,,,0,0,0,Sampling done after 3 atmospheric rivers (Nov had 13.5 in rain). Turbidity may be off due to non-natural light (sampled in the dark),,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,01-13-22,,,0.64,,Present,1,5.5,9.3,11.79,7.6,225,0.11,9,80,,,,0,0,0,Odor: whiff of sulfur,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-24-22,,,0.10,,Present,1,3.0,7.9,11.99,8.11,454.4,0.22,9,180,,,,0,0,0,Snowed last night,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-24-22,,,0.22,,Present,1,15.2,9.8,12.7,7.48,204.7,0.1,9,160,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-18-22,,,0.00,,Present,1,13.7,10.5,11.08,7.39,232.4,0.11,9,80,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-18-22,,,0.75,,Present,1,12.2,11.9,10.74,7.8,205.1,0.1,9,120,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,06-15-22,,,0.10,,Present,1,19.1,14.2,10.24,7.66,213.8,0.1,9,580,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,07-26-22,,,0.00,,Present,1,23.1,18.0,10.01,7.59,260.7,0.12,9,660,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,08-25-22,,,0.00,,Present,2,23.5,20.9,9.16,7.82,140.5,0.07,240,140,,,,2,0,0,"Color: brown, turning water in Bay brown; Illicit discharge into Bay- high volumes of water compared to usual",,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,09-07-22,,,0.00,,Present,1,15.5,17.6,6.55,7.71,309.5,0.15,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,10-04-22,,,0.00,,Present,1,13.0,15.9,9.82,8.29,256.7,0.12,9,400,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,11-07-22,,,1.78,,Present,1,1.1,12.0,10.56,8.13,196.1,0.09,9,700,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,12-05-22,,,0.02,,Present,1,5.8,9.0,12,8.25,234,0.11,9,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,01-03-23,,,0.09,,Present,1,4.8,9.1,11.9,7.73,234.6,0.11,9,80,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,02-15-23,,,0.12,,Present,1,6.7,8.5,12.9,7.56,231.6,0.11,9,153,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,03-14-23,,,0.39,,Present,1,10.0,8.7,12.88,6.69,211.6,0.1,9,300,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,04-11-23,,,0.20,,Present,1,10.0,9.9,,7.81,220.9,0.11,9,580,,50,,0,0,0,DO Probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Olive St,05-09-23,,,0.04,,Present,1,13.0,12.2,,7.88,239.7,0.11,9,100,,,,0,0,0,DO probe not working,,,,,,,,,,,,,,,,,,,,,,,,,
